personal_number,first_name,family_name,age,sex,occupation,activity,partner_personal_number,family_id
9852623,Kristin,Morales,54,Female,True,,4681732,238
9025777,Nora,Larsson-Moen,10,Female,True,Basketball,,172
7635986,Asbjørn,Mullen-Thompson,6,Male,True,Tennis,,512
6539411,Vilde,Hale,44,Female,True,,7373078,1053
3675832,Jose,Gulbrandsen,34,Male,True,,3502521,463
3827465,Anne,Phillips,43,Female,True,,4082136,97
1795823,Laila,Gustafsson,27,Female,True,,1575287,44
2898649,Zachary,Solomon-Ødegård,19,Male,False,,9852631,361
7159122,Jake,Engström,58,Male,True,,4317252,623
4095707,Britt,Fletcher,48,Female,True,,1797176,448
2097347,Henrik,Farley-Sundberg,21,Male,False,,3558720,1108
1905025,Kathleen,Samuelsson,32,Female,True,,6006048,186
5538521,Derek,Boström,53,Male,True,,3739669,356
1266915,Jennifer,Isaksson-Ivarsson,11,Female,True,Chess,,844
9144733,Karolina,Olsen-Shepherd,17,Female,True,Chess,,367
3663625,Peter,Danielsen-Olson,11,Male,True,Chess,,1006
8665760,David,Reynolds,66,Male,True,,1137235,1022
3053851,Torill,Nilsson,62,Female,True,,5306562,233
1293942,Robert,Isaksson,62,Male,True,,6508889,844
2635156,Tone,Harding,60,Female,True,,5960605,398
3327413,Adrian,Svendsen,57,Male,True,,5974810,176
6044789,Evelyn,Morales,46,Female,True,,2381803,238
9614416,Robert,Jones,55,Male,True,,7496223,89
3213502,Elsa,Dennis-Sanchez,8,Female,True,,,662
7619351,Emilie,Engen,54,Female,True,,9504191,421
3558941,Juan,Lundström,64,Male,True,,4779847,1133
2196663,John,Johnson,47,Male,True,,1693010,124
2441802,Gustaf,Walters,36,Male,True,,5389619,888
8817655,Mia,Vik,28,Female,True,,2958513,8
9324215,Sondre,Sanchez,55,Male,True,,8101295,308
5455120,Thomas,Warren,58,Male,True,,2894821,432
6289084,Johannes,Williams,71,Male,True,,4274659,140
9644476,Ronald,Fredriksen,35,Male,True,,6116852,193
8294664,Hannah,Melton,63,Female,True,,3260144,615
9763384,Håvard,Anderson,51,Male,True,,9338498,653
1736544,Jamie,Rodriguez,72,Male,True,,9526284,290
1874431,Laila,Eriksson,49,Female,True,,8450511,249
3706423,Ronald,Bergström,48,Male,True,,1997631,384
1285754,Arne,Stephenson,52,Male,True,,7496486,905
3497206,Kim,Gay,62,Male,True,,1104190,1142
7482789,Tammy,Chandler,79,Female,True,,4358859,797
6455904,Tore,Calhoun-Thomas,11,Male,True,Volleyball,,837
7896800,Nancy,Mårtensson-Strand,9,Female,True,Tennis,,503
9552868,Keith,Short,76,Male,True,,2135925,901
2897866,Per,Björklund,49,Male,True,,4143597,663
5120421,Michael,Mcdowell,54,Male,True,,5222452,1093
4608640,Karin,Johansson,46,Female,True,,6510646,17
5922840,Jerome,Alvarado-Gundersen,13,Male,True,American football,,373
3493499,Chad,Myhre,63,Male,True,,2664454,87
9344450,Camilla,Berntsen,62,Female,True,,4318060,664
3626273,Nils,Thomassen,32,Male,True,,1655034,196
7328304,Erling,Bäckström,31,Male,True,,9092625,555
7221777,Devon,Andersson,68,Male,False,,1164561,96
2259598,Tina,Hanssen-Mathisen,11,Female,True,,,214
3735141,Stephanie,Thomassen,71,Female,True,,6605501,196
9842384,Ragnar,Spears,26,Male,True,,6997292,1112
3593247,Linn,Ekman,53,Female,True,,5956336,824
9908307,Jessica,Karlsson,76,Female,True,,1511575,64
2888353,Thor,Iversen,58,Male,True,,2534763,818
7507399,Holly,Persson,41,Female,True,,7580201,53
2806508,Gabriel,Ball,58,Male,False,,7289107,1047
1103023,Mark,Jones,35,Male,True,,8350247,89
9436879,Robert,Lie,28,Male,True,,4920748,606
3691421,Brandon,Holm,82,Male,True,,1269602,322
3154548,Lene,Sundström,62,Female,True,,1196441,99
7962042,Misty,Andersson,56,Female,True,,7871173,96
4090583,Paul,Harrison,36,Male,True,,2387180,538
5508735,Debra,Lindström-Madsen,9,Female,True,Football,,683
7567953,Stein,Andersson-Berge,7,Male,True,American football,,96
4725529,Erik,Jones,51,Male,True,,1595948,89
9036534,Inger,Smith,63,Female,True,,7813942,18
3642141,Kenneth,Birkeland,50,Male,True,,5574153,859
8957848,Carol,Savage,68,Female,True,,6843390,1141
5325690,Kimberly,Hubbard-Rodriguez,7,Female,True,Chess,,419
4671578,Svein,Christensen,37,Male,False,,4567914,86
5007816,Erik,Allen-Sundström,24,Male,False,,9425848,99
4256371,John,Kristoffersen,44,Male,True,,5825036,706
6582325,Camilla,Ball-Jones,11,Female,True,,,89
9813010,Maria,White,78,Female,True,,1306031,84
9156921,Pamela,Anthony-Haugen,23,Female,True,,7307235,894
4710605,Amber,Mathisen,75,Female,True,,6590201,214
8990930,Julia,Andresen,42,Female,True,,3068920,343
9003652,Adam,Åkesson,81,Male,True,,3122588,11
9299689,Kenneth,Li,51,Male,True,,9747714,1111
3053977,May,Orr,76,Female,True,,9924364,408
3818459,Sonia,Daugherty-Whitaker,2,Female,True,,,726
9362005,Per,Abrahamsen,62,Male,True,,5655587,1090
6325749,Shawn,Dalton,73,Male,True,,8183821,253
9987587,Gunnar,Eliassen-Tanner,17,Male,True,Chess,,363
7241934,Jennifer,Mason-Wolfe,13,Female,True,Tennis,,286
7673420,Shirley,Cox,42,Female,True,,9758317,668
1015885,Joseph,Nelson,76,Male,True,,4078255,387
2016833,Olov,Hauge,50,Male,True,,2957356,10
4170912,Robin,Karlsson,49,Female,True,,5778014,64
7043587,Hans,Johnsson-Young,17,Male,True,Football,,526
6334528,Gunnel,Johansen-Solheim,0,Female,True,,,23
7864111,Hanna,Gustavsson,66,Female,True,,2640241,1121
6459749,Jay,Berge-Hansen,13,Male,True,,,41
3219739,Solveig,Ahmed,55,Female,True,,4433548,616
7781284,Lars,Hauge,74,Male,True,,8368153,10
2163720,Sissel,Cooper-Joseph,22,Female,False,,4308763,332
9761336,Courtney,Claesson,57,Female,True,,2490062,669
5852011,Lindsey,Karlsson-Moen,12,Female,True,Football,,47
1252896,Tove,Clark,53,Female,True,,1829091,268
2688892,Irene,Delacruz-Olsson,19,Female,False,,4985947,25
1234060,Joshua,Gundersen,61,Male,True,,5898243,102
3827057,Martin,Vargas,30,Male,True,,9393464,331
2253894,Jennifer,Gomez,45,Female,True,,5491708,763
5942149,Stephanie,Hill,53,Female,True,,6629538,1028
6810973,Bjørn,Bryant-Meyers,19,Male,True,,4538043,666
7861655,Reidun,Karlsson,62,Female,True,,1367033,64
6802760,Ann,Smith,31,Female,True,,9819941,18
1942521,Wenche,Holmgren,57,Female,True,,2310479,703
8296924,Jonas,Gundersen-Solheim,18,Male,True,Volleyball,5988841,102
8520483,Dorothy,Amundsen,58,Female,True,,8912393,114
2489058,Karl,Eriksen-Olsen,16,Male,True,,,302
3086641,Laurie,Myklebust,42,Female,True,,1917901,1091
3848568,Lindsey,Bøe-Young,25,Female,True,,6925760,526
9795523,Eli,Mårtensson,62,Female,True,,5047624,503
5680343,Nathan,Hauge,27,Male,True,,3439738,10
7698789,Kjetil,Pedersen,72,Male,True,,4089174,191
4374070,Elin,Antonsen,72,Female,True,,2789323,814
4145986,Katherine,Martinsen-Pennington,21,Female,True,,5282232,195
4096408,Geir,Karlsson,54,Male,True,,4843728,64
3585911,Jeffery,Moen-Morales,13,Male,True,,,47
4491894,Maren,Dunn,39,Female,True,,1139925,872
4586845,Jason,Schultz,60,Male,True,,2710778,442
2657211,Rebecca,Raymond,56,Female,True,,4203334,381
3103748,Mary,Wood,54,Female,True,,4173609,628
8773005,Kaylee,Munoz,29,Female,True,,1139668,730
9528143,Odd,Jonsson,38,Male,True,,9626045,527
8950872,Amanda,Engen-Linder,14,Female,True,American football,,421
7054496,Bengt,Fletcher,60,Male,True,,8162914,448
8953255,Bjørn,Morris,48,Male,True,,7480302,564
4855598,Bryan,Pena,59,Male,True,,4225644,1032
8791647,Sylvia,Garcia-Jensen,25,Female,True,,4156196,274
5434386,Hanne,Abrahamsen,33,Female,True,,3739468,1090
4041349,André,Gustafsson,34,Male,True,,3195942,44
1502145,John,Burns-Isaksen,6,Male,True,Football,,26
7992916,Erik,Löfgren,35,Male,True,,3465520,210
2486842,Kirsten,Karlsson,66,Female,True,,3583777,64
2120417,Ashley,Björklund,73,Female,True,,5709423,663
7028469,Michael,Eriksson,48,Male,True,,1852179,249
7579640,Julie,Persson,44,Female,True,,3860275,53
7483095,Martin,Aasen-Johansen,7,Male,True,Chess,,414
4317252,Michelle,Engström,71,Female,False,,7159122,623
3292644,Erin,Garcia-Johnsson,4,Female,True,,,222
1137235,Katelyn,Reynolds,77,Female,True,,8665760,1022
2684427,Tone,Eriksen,47,Female,True,,5280252,302
1008673,Sigrid,Allen,35,Female,True,,4121476,318
4530557,Joakim,Larsson,75,Male,False,,1135695,172
4163073,Gunilla,Ek-Ødegård,6,Female,True,Football,,744
9092460,Ida,Sundin,52,Female,True,,3184903,565
6832480,Jonas,Carter,50,Male,True,,9201656,746
8260678,Lisa,Berntsen-Thorsen,23,Female,True,,8835795,664
1658153,Tiffany,Hansson,43,Female,True,,6158872,252
7134711,Stig,Peters,56,Male,True,,5094623,938
9898849,Richard,Lopez,61,Male,True,,1016090,474
6692891,Heather,Andersson-Arvidsson,0,Female,True,,,96
6508889,Sissel,Isaksson,76,Female,True,,1293942,844
4325152,Per,Mercer-Reid,19,Male,False,,1306246,1096
7946142,Monica,Campbell-Reynolds,24,Female,False,,9808461,1022
8805370,Thomas,Vasquez,27,Male,True,,1471064,55
5109279,Åke,Forslund-Pruitt,8,Male,True,Chess,,917
7995354,Daniel,Morgan-Wood,16,Male,True,Tennis,,628
5974810,Janne,Svendsen,81,Female,True,,3327413,176
1720281,Jennifer,Magnusson,32,Female,True,,8631863,464
8295183,Marius,Brooks-Schneider,15,Male,True,Tennis,,76
3152565,Birgitta,Augustsson-Jenssen,14,Female,True,American football,,33
7496223,Marita,Jones,60,Female,True,,9614416,89
3268744,Jonathan,Persson,69,Male,True,,9913071,53
4920736,Janice,Paulsen,26,Female,True,,9258826,165
5658275,Anna,Fredriksson-Mills,5,Female,True,,,418
6212952,Mikael,Dalton-Williams,23,Male,True,,3931056,140
9761069,Anita,Gomez-Nygård,10,Female,True,,,782
1016240,Mona,Andersson-Lynch,14,Female,True,Basketball,,56
3502521,Patricia,Campbell,43,Female,True,,3675832,395
9906900,Ole,Miller-Smith,24,Male,True,,8389969,101
3739669,Anna,Williams,48,Female,True,,5538521,140
1693010,Sarah,Solomon,26,Female,True,,2196663,361
9235396,Christopher,Hubbard,77,Male,True,,2901374,419
3249609,Trond,Lindström,74,Male,True,,2935820,683
5389619,Ingrid,Oskarsson,51,Female,True,,2441802,819
5115977,Alexander,Kristiansen,36,Male,True,,5143484,777
6116852,Asta,Jørgensen,39,Female,True,,9644476,786
7215556,Thomas,Lundqvist,41,Male,True,,8337920,138
4779847,Amanda,Lundström,61,Female,True,,3558941,1133
9338498,Nicole,Singh,44,Female,True,,9763384,995
6217539,Billy,Rogers,70,Male,True,,8448342,1084
8101295,Susan,Sanchez,77,Female,True,,9324215,308
1997631,Lise,Iversen,34,Female,False,,3706423,818
7496486,Linda,Jonsson,51,Female,True,,1285754,527
6504298,Anders,Hedman-Robinson,13,Male,True,Football,,178
3696716,Silje,Graham-Watson,21,Female,True,,7980246,812
4143597,Elsa,Karlsson,41,Female,True,,2897866,64
2908752,Veronica,Danielsson-Reyes,22,Female,True,,7010564,467
2894821,Andrea,Warren,71,Female,False,,5455120,432
4005348,Lise,Eriksen-Rhodes,18,Female,False,,4578312,302
5222452,Mona,Mosley,44,Female,True,,5120421,348
1655034,Melissa,Hardin,53,Female,True,,3626273,284
4274659,Solveig,Williams,58,Female,True,,6289084,140
4029606,Joshua,Phillips,39,Male,True,,1700468,97
7860734,Trevor,Campbell,71,Male,True,,4736771,395
4919105,Kristoffer,Carter,51,Male,True,,1710369,746
9092625,Stephanie,Simonsen,43,Female,True,,7328304,1025
6970661,Donald,Karlsson-Smith,11,Male,True,Basketball,,18
6997292,Charlotte,Mattsson,45,Female,True,,9842384,73
6754169,Alexander,Cox,67,Male,True,,2353783,668
8350247,Ingrid,Ramirez,54,Female,True,,1103023,725
9526284,Petra,Rodriguez,68,Female,True,,1736544,290
4920748,Anna,Skoglund,47,Female,True,,9436879,1052
1111583,Melissa,Pettersen-Svensson,15,Female,True,Volleyball,,618
7058560,Joshua,Danielsson-Lie,4,Male,True,,,606
6843846,Per,Aune,31,Male,True,,6478028,521
2936437,Harald,Helland,59,Male,True,,3396289,410
1976221,Daniel,Kristoffersen,65,Male,True,,1672826,706
2387180,Kerry,Nilsson,30,Female,True,,4090583,233
1595948,Wendy,Cook,47,Female,True,,4725529,371
4986831,Sindre,Joseph,42,Male,True,,6194822,804
2775365,Mathias,Hansson,41,Male,True,,2562502,252
1428072,Kevin,Brown-Ochoa,24,Male,False,,8268415,168
4072145,Danielle,Castro-Olsen,17,Female,True,Chess,,339
4035458,Michael,Crawford-Haugland,21,Male,True,,4154649,328
1075463,Harald,Eliasson-Mårtensson,10,Male,True,American football,,503
4191378,Bridget,Mccarty-Rich,21,Female,True,,2384380,684
4083632,Evelina,Aas-Olsen,3,Female,True,,,339
1104190,Tracey,Gay,55,Female,True,,3497206,1142
1078826,Mark,Moen,32,Male,True,,5799161,47
2135925,Melissa,Short,80,Female,True,,9552868,901
2403700,Therese,Campbell-King,21,Female,True,,4779438,477
5574153,Vanessa,Persson,35,Female,True,,3642141,53
8926912,Michael,Engström,36,Male,True,,8586218,623
2722705,Nicole,Engen-Jørgensen,3,Female,True,,,786
2664454,Abigail,Myhre,68,Female,True,,3493499,87
6291052,Richard,Johansson-Mendoza,7,Male,True,Basketball,,17
3835799,Michael,Vega,77,Male,True,,5419066,927
1164561,Ann,Andersson,72,Female,True,,7221777,96
8200676,Peter,Coleman,49,Male,True,,1014253,760
5587903,Morten,Rich,50,Male,True,,8198489,684
2534763,Aina,Iversen,56,Female,True,,2888353,818
4567914,Elizabeth,Sørensen,39,Female,True,,4671578,478
7289107,Elizabeth,Ball,56,Female,True,,2806508,1047
9573614,Lauren,Brekke-King,9,Female,True,,,477
1888206,Johanna,Rodriguez-Thorsen,10,Female,True,Chess,,54
3634108,Brandon,Jones,45,Male,True,,9266720,89
5825036,Marit,Hanssen,50,Female,True,,4256371,192
6733551,Arild,Mendez,72,Male,True,,1532222,834
1302440,Christina,Medina-Vega,14,Female,True,Basketball,,927
2468509,Troy,Bailey,67,Male,True,,7964558,109
3534152,Sara,Brooks-Schneider,22,Female,True,,9246760,76
3173672,Christian,Abbott,40,Male,True,,2707977,311
8413684,Robert,Johansson,32,Male,True,,6152298,17
4458624,Axel,Nilsson,40,Male,True,,7163057,233
1743678,Bente,Bradshaw-Sjögren,18,Female,False,,9233303,665
9542243,Lennart,Björklund,48,Male,True,,8357676,663
9678339,Patrick,Hansson,66,Male,True,,4385230,252
6250446,Daniel,May,43,Male,True,,5750637,468
9747714,Angela,Huff,47,Female,True,,9299689,788
3862416,James,Larsson,69,Male,True,,8017690,172
1269602,Katie,Holm,59,Female,True,,3691421,322
3024018,Matthew,Mårtensson,47,Male,True,,8182721,503
9658937,Kyle,Haug,26,Male,True,,4384619,248
3122588,Helena,Åkesson,72,Female,True,,9003652,11
2957356,Cynthia,Lowery,52,Female,True,,2016833,79
4197351,Helene,Huff-Li,23,Female,False,,3132696,1111
8426603,Cameron,Logan,27,Male,True,,8405272,642
5655587,Pamela,Abrahamsen,66,Female,True,,9362005,1090
9033663,Amy,Ek-Williams,8,Female,True,Chess,,744
5221264,Andreas,Aune,82,Male,True,,6542950,521
5272119,Ingeborg,Burns-Johnson,16,Female,True,Football,,757
8183821,Julie,Dalton,65,Female,True,,6325749,253
2498712,Olav,Persson,40,Male,True,,3904586,53
9393464,Amber,Svendsen,47,Female,True,,3827057,176
4078255,Kristina,Nelson,71,Female,True,,1015885,387
3439738,Sarah,Kennedy,41,Female,True,,5680343,180
3524744,Rolf,Tran,50,Male,True,,6380878,865
5562896,Kyle,Little-Roth,9,Male,True,,,508
8488201,Tiffany,Alexander-Karlsson,1,Female,True,,,946
7852684,Laila,Carroll-Thomassen,25,Female,True,,7703328,110
8368153,Mackenzie,Hauge,58,Female,True,,7781284,10
3190685,Willie,Johansson-Murphy,15,Male,True,Tennis,,17
7187675,Sara,Sundin-Williams,15,Female,True,Tennis,,140
4696095,Michael,Persson,41,Male,True,,4231041,53
5898243,Diane,Gundersen,56,Female,True,,1234060,102
4985445,Justin,Jakobsen,60,Male,True,,8415347,492
2399912,Benjamin,Moen-Morales,20,Male,True,,2362736,47
3324398,Jeremy,Guerrero-Kennedy,12,Male,True,,,201
4089174,Marianne,Pedersen,77,Female,True,,7698789,191
4974921,Sverre,Watkins,27,Male,True,,8265552,1143
2710778,Ann,Schultz,69,Female,True,,4586845,442
8162914,Wenche,Fletcher,70,Female,True,,7054496,448
4225644,Tammy,Pena,64,Female,True,,4855598,1032
9716150,Daniel,Rønning-Zamora,19,Male,False,,4031187,689
3866502,Robert,Strand,67,Male,True,,9592529,35
8147920,Christian,Mårtensson,63,Male,True,,6557685,503
7382580,Robert,Nyström,53,Male,True,,4274511,497
4843728,Stine,Karlsson,34,Female,True,,4096408,64
7518413,Nils,Bender,27,Male,True,,6465851,226
3772620,Michael,Olsen-Wood,16,Male,True,Basketball,,628
9452388,Axel,Helland,48,Male,True,,1103520,410
9626045,Ragnhild,Li,52,Female,True,,9528143,1111
6406533,Jason,Campbell,36,Male,True,,2637498,395
5398391,Justin,Christensen,46,Male,True,,9267290,86
8846165,Paul,Mårtensson,37,Male,True,,9707151,503
1135695,Kayla,Larsson,55,Female,True,,4530557,172
5571544,Barry,Ivarsson,73,Male,True,,2279124,783
7307235,Lennart,Johnsen-Ødegård,19,Male,False,,9156921,174
7480302,Helena,Dahl,39,Female,True,,8953255,525
2665889,Birgitta,Hansson-Haug,17,Female,True,Tennis,,248
3195942,Anneli,Andersson,54,Female,True,,4041349,96
9841085,Andreas,Andersson,61,Male,True,,2026998,96
5094623,Camilla,Peters,76,Female,True,,7134711,938
3465520,Annika,Hogan,28,Female,True,,7992916,1037
6350627,Per,Scott,77,Male,True,,2066841,632
5947172,Adam,Eide-Eriksson,10,Male,True,Volleyball,,249
1852179,Louise,Myhre,53,Female,True,,7028469,87
4937351,Elisabet,Alexander-Ramos,10,Female,True,Chess,,1151
4665876,Patrik,Lindqvist,72,Male,True,,5304176,496
8726562,Adam,Ellingsen,49,Male,True,,3281744,42
1016090,Jessica,Lopez,57,Female,True,,9898849,474
7813691,Jorge,Walker,68,Male,True,,9653896,296
4304096,Kristy,Ellingsen-Tran,18,Female,False,Basketball,2924983,865
2031921,Karl,Harding-Karlsson,8,Male,True,Chess,,398
9913071,Sarah,Persson,71,Female,True,,3268744,53
9201656,Cynthia,Cervantes,32,Female,True,,6832480,118
1154429,Heather,Black-Olsen,16,Female,True,,,1135
1471064,Camilla,Mosley,45,Female,True,,8805370,348
3457448,Stein,Jimenez,53,Male,True,,6391621,708
6360516,Christopher,Miller-Osborne,7,Male,True,Chess,,101
2340254,Kjell,Axelsson,28,Male,True,,2911162,278
1409975,Margareta,Brekke-Karlsson,7,Female,True,Chess,,279
5143484,Elisabeth,Jonasson,42,Female,True,,5115977,489
2901374,Shelby,Hubbard,73,Female,True,,9235396,419
2935820,Anna-Karin,Lindström,81,Female,True,,3249609,683
3559252,Jesper,Abbott,55,Male,True,,4636015,311
1498549,Lisa,Isaksson-Ivarsson,19,Female,False,,4508564,844
4983468,Oskar,Östlund,73,Male,True,,8325932,125
5257279,Finn,Carroll,48,Male,True,,9548847,110
3249859,Kathleen,Bengtsson-Williams,18,Female,False,Volleyball,5175124,256
3428157,Jim,Horton,75,Male,True,,5556375,1014
8448342,Patricia,Rogers,63,Female,True,,6217539,1084
4736771,Karolina,Campbell,61,Female,True,,7860734,395
3611666,Peter,Jenssen,59,Male,True,,8102542,33
3956953,Solveig,Campbell-Næss,21,Female,True,,3324254,395
5708986,Crystal,Bergström-Edwards,22,Female,False,,9652578,514
2021024,Olof,Ruud,58,Male,True,,3659037,232
2124827,Birgitta,Ahmed-Bengtsson,23,Female,False,,8816154,616
7628664,Ludvig,Navarro,43,Male,True,,1932471,815
2353783,Irene,Cox,64,Female,True,,6754169,668
3396289,Norma,Helland,64,Female,True,,2936437,410
4084364,Joshua,Rasmussen,44,Male,True,,5302954,66
5672173,Jonas,Mahoney,65,Male,True,,4701336,952
1672826,Charlotta,Kristoffersen,68,Female,True,,1976221,706
5419066,Aud,Vega,56,Female,True,,3835799,927
4308763,Jason,Persson-Smith,24,Male,True,,2163720,18
8337920,Randi,Peters,28,Female,True,,7215556,938
6560325,Krister,Svensson,32,Male,True,,9383628,618
9176944,Karl,Johansson-Oliver,15,Male,True,Football,,431
7456357,Håkon,Zimmerman,28,Male,True,,2196360,368
4985947,Sebastian,Johansson-Paulsson,22,Male,False,,2688892,17
5794970,Robert,Kim,44,Male,True,,5730722,255
8894537,William,Murray,74,Male,True,,5170327,409
4625944,Ole,Barrett-Marks,14,Male,True,Basketball,,982
3589037,Jonathan,Hanssen,60,Male,True,,5021007,192
1532222,Chelsea,Mendez,58,Female,True,,6733551,834
3550892,Gunn,Amundsen-Mejia,13,Female,True,Chess,,114
2520818,Antonio,Brock,75,Male,True,,3377824,1003
5103891,Asbjørn,Persson,51,Male,True,,5794241,53
1700468,Magdalena,Haugland,37,Female,True,,4029606,21
7964558,Jennifer,Bailey,62,Female,True,,2468509,109
1242725,Ingvar,Morris,26,Male,True,,4520633,564
3355605,John,Graham,58,Male,True,,6454994,812
5730426,Marie,Hanssen-Kristoffersen,8,Female,True,Volleyball,,192
3732889,Glen,Mathisen,68,Male,True,,9073703,214
3066423,Jesper,Garcia,44,Male,False,,9079438,222
2499641,Jørgen,Thompson,55,Male,True,,6191887,40
6925760,Ola,Ellis-Evensen,23,Male,True,,3848568,438
4385230,Pamela,Hansson,58,Female,True,,9678339,252
9814436,Emil,Lund,64,Male,True,,4607989,895
4589665,Stig,Fuller,46,Male,True,,8916513,452
9086693,Eric,Anderson,54,Male,True,,5076263,653
1710369,Marie-Louise,Eide,44,Female,True,,4919105,785
8017690,Laila,Larsson,73,Female,True,,3862416,172
6478028,Sofie,Archer,47,Female,True,,6843846,471
6542950,Jenny,Aune,68,Female,True,,5221264,521
6345750,Eirik,Howell,66,Male,True,,8841816,123
4334585,Richard,Thomas,41,Male,True,,4345816,585
5282232,Staffan,Greer-Löfgren,24,Male,False,,4145986,234
9503034,Stein,Orr,41,Male,True,,9856098,408
8415347,Lene,Jakobsen,67,Female,True,,4985445,492
4156196,Simon,Rodriguez-Strömberg,24,Male,True,,8791647,290
7198361,Willie,Strøm,49,Male,True,,2910222,184
5309418,James,Rich,66,Male,True,,8468686,684
9169783,Thomas,Mcgee,36,Male,True,,3518787,94
2518802,Larry,Johansson,55,Male,True,,3260605,17
8835795,John,Carlson-Larsson,25,Male,True,,8260678,675
2403048,Emma,Hubbard-Townsend,15,Female,True,Basketball,,419
2356526,Brian,Hagen,65,Male,True,,2672042,36
4868745,James,Flores-Lundgren,14,Male,True,Basketball,,148
6194822,Brittany,Stephens,28,Female,True,,4986831,1131
1814635,Simon,Nilsson,69,Male,True,,1354243,233
2800247,Sindre,Fletcher,35,Male,True,,9994876,448
9274654,Ivar,Nichols,80,Male,True,,2839132,1100
3245522,Matthew,Morrow,80,Male,True,,4563449,586
5767701,Alexander,Eliasson,27,Male,True,,7747994,189
5876906,Vanessa,Moore-Riley,8,Female,True,Tennis,,142
9592529,Maria,Strand,59,Female,True,,3866502,35
4941825,Alan,Berntsen,44,Male,True,,6752474,664
9972488,Anthony,Johansson-Reid,14,Male,True,Volleyball,,17
4625684,Ryan,Johansen,59,Male,True,,2892603,414
6984864,Linn,Olsen-Shepherd,7,Female,True,Football,,367
6557685,Caitlin,Mårtensson,71,Female,True,,8147920,503
9735067,Anders,Gustafsson-Hanson,17,Male,True,American football,,44
4561158,Jennifer,Berge-Helland,16,Female,True,Chess,,41
9808461,James,Isaksson-Wallace,20,Male,False,,7946142,844
1830132,Arvid,Ahmed,78,Male,True,,1062728,616
3565762,Marius,Jones,58,Male,True,,5903545,89
2279124,Gabriella,Ivarsson,66,Female,True,,5571544,783
7823574,Kevin,Nilsson,40,Male,True,,6552176,233
8665583,Michael,White,34,Male,True,,5401749,84
8084689,Cristina,Clark-Robinson,24,Female,False,,2092642,268
2562502,Caitlin,Gustafsson,46,Female,True,,2775365,44
5799161,Maria,Allen,50,Female,True,,1078826,318
2026998,Shelby,Andersson,55,Female,True,,9841085,96
9818970,Ola,Karlsson,26,Male,True,,1915464,64
4295842,Gregory,Lindberg,77,Male,True,,6552850,447
7980246,Alvar,Evans-Nelson,19,Male,True,,3696716,387
1582323,Harald,Bell,79,Male,True,,8346000,415
4581890,Eugene,Gomez-Morgan,4,Male,True,,,763
8586218,Eva,Lindberg,46,Female,True,,8926912,447
7839032,Angel,Phillips,34,Male,True,,7309636,97
8352083,Larry,Navarro,44,Male,True,,6395570,815
8960846,Jim,Stevens,51,Male,True,,8341634,462
6845905,David,Anderson,43,Male,True,,7331635,653
6525040,Alexander,Allen,41,Male,True,,4464499,318
7768244,Fredrik,Cox,61,Male,True,,9636564,668
3914357,Bengt,Gibson,58,Male,True,,9899994,943
2066841,Anette,Scott,68,Female,True,,6350627,632
8314238,Arne,Spencer,26,Male,True,,8582934,608
4457428,Johan,Persson,54,Male,True,,5383327,53
1014253,Åse,Park,52,Female,True,,8200676,379
8198489,Beverly,Orr,37,Female,True,,5587903,408
5195106,Anthony,Stanley,46,Male,True,,9678027,604
9266720,Heather,Cox,32,Female,True,,3634108,668
5548245,Laura,Jakobsson-Ødegård,17,Female,True,American football,,791
7010564,Nicholas,Berggren-Magnusson,23,Male,True,,2908752,464
8751589,Nils,Danielsen-Hanssen,14,Male,True,Volleyball,,1006
3391253,Åke,Sanchez,58,Male,True,,9544205,308
5304176,Alexis,Lindqvist,57,Female,True,,4665876,496
9653896,Elisabet,Walker,77,Female,True,,7813691,296
4636015,May,Abbott,61,Female,True,,3559252,311
5584119,Britta,Flores-Lundgren,9,Female,True,Tennis,,148
8325932,Jorunn,Östlund,72,Female,True,,4983468,125
4337893,Mikael,Horton,70,Male,True,,9437838,1014
2016035,Jørgen,Vik,44,Male,True,,9859222,8
2707977,Maureen,Ødegård,52,Female,True,,3173672,160
5556375,Lena,Horton,80,Female,True,,3428157,1014
8356350,Joshua,Rodriguez,49,Male,False,,8081729,290
6484485,Jason,Ødegård,73,Male,True,,7486147,160
2241498,Mikayla,Thomas-Vaughn,12,Female,True,Basketball,,585
4578312,Magnus,Parker-Robinson,21,Male,False,,4005348,852
6152298,Nicole,Göransson,43,Female,True,,8413684,265
7163057,Jill,Andersson,52,Female,False,,4458624,96
8102542,Bjørg,Jenssen,67,Female,True,,3611666,33
9551813,James,Nilsson,81,Male,True,,9354922,233
8357676,Anette,Delgado,39,Female,True,,9542243,658
7006528,Randi,Boström-Reyes,9,Female,True,Football,,467
3659037,Alice,Ruud,65,Female,True,,2021024,232
4846027,Åke,Eriksson,53,Male,True,,7049182,249
3288040,Stephanie,Gustafsson-Owens,21,Female,True,,2993617,670
5750637,Bjørg,Carlsson,47,Female,True,,6250446,241
4701336,Eva,Mahoney,62,Female,True,,5672173,952
5170327,Diane,Murray,63,Female,True,,8894537,409
6128093,John,Fredriksen,47,Male,True,,6326760,193
8182721,Amber,Eliasson,31,Female,True,,3024018,189
5021007,Martine,Hanssen,80,Female,True,,3589037,192
8659662,Daniel,Boström,57,Male,True,,5884809,356
4384619,Bjørg,Knudsen,41,Female,True,,9658937,145
8405272,Karen,Jonsson,28,Female,True,,8426603,527
