parent_personal_number,child_personal_number
7187600,8148139
7187600,8090049
7187600,5401749
1277723,5346404
1277723,3776289
1277723,2001643
7471065,9798766
4173609,7921353
4358859,7746212
4358859,4657856
4358859,6015082
1469661,7896800
1469661,4971398
1469661,4570747
3474888,4066356
3474888,7503699
1139668,1267329
1139668,7383254
4318060,1045937
4318060,3058318
6605501,5886821
6605501,9531332
6605501,4681732
1511575,4073033
1511575,6793737
7740151,4479171
7740151,5580260
1196441,3850268
1196441,8789432
1196441,4464499
1196441,6216236
7871173,6049842
7871173,7274233
7871173,9062473
7871173,7248947
7871173,3031064
7871173,6053187
7813942,3747173
7813942,4316844
3860275,5392629
5280252,7067188
5280252,8855575
5928557,2465406
5928557,8341634
9340725,8335427
9340725,5093615
8318688,9503252
1306031,9434672
1306031,7951065
1306031,9445699
1306031,8197891
1306031,8665583
1306031,1428633
3504654,3772922
3504654,9748281
2921260,8774919
2921260,5884852
2921260,7163713
1415478,9868579
1415478,5893071
1415478,3387123
4121476,7134103
4121476,2823543
6590201,2044733
6590201,5701035
6590201,9650142
6590201,9860708
6590201,4232572
9367108,5150068
9924364,3853389
9924364,8485455
7322816,8942570
1841407,1191474
4433548,1783133
3184903,2241235
3184903,7187675
9611204,2199439
9611204,8858813
3340552,8364244
3340552,8166974
2490062,6812901
9996945,8817208
2176384,2661181
2176384,4957237
2176384,5857956
9695268,9582902
5450768,2565365
5450768,8133326
7507458,4156453
7507458,8010958
5426984,6920391
5426984,4500111
5426984,9339530
5426984,4465856
2310479,1129219
2310479,4622335
7460686,5397959
7460686,4884688
7474341,6610714
7474341,2243357
6158872,5823091
6158872,4861232
5047624,8846165
2591871,3711656
2591871,5662294
2456812,9896684
2456812,1008813
4203334,6892996
3583777,1022582
3583777,8312675
9258826,4247310
6469451,6597422
6469451,3558720
7706545,8846035
5709423,2354061
5709423,6517193
5709423,7276604
8574436,1746976
8574436,9582349
8574436,7410423
8574436,8562868
9852623,2891566
3675832,7674968
3675832,3751047
3827465,8174873
3827465,3904257
3827465,8239007
1795823,2384380
7159122,8735929
7159122,7507458
7159122,8018897
4095707,3730298
4095707,6170279
5538521,5104247
5538521,8011201
8665760,9853328
3053851,6755809
3053851,8000943
3053851,8055752
1293942,2851929
1293942,4658862
1293942,9853609
2635156,5167830
3327413,5102923
3327413,9947360
3327413,9422857
6044789,3275133
6044789,3585911
6044789,2399912
9614416,1103699
9614416,8242970
7619351,2760114
7619351,3186782
3558941,2759383
2196663,1896472
8817655,4945621
8817655,3791513
9324215,8853657
5455120,1005031
5455120,5907498
5455120,9448297
5455120,3406520
6289084,5798503
6289084,2557723
6289084,3877254
6289084,3739669
6289084,8198274
9644476,8021764
9644476,7162627
9763384,1511680
9763384,3554685
1736544,9863451
1874431,5685141
3706423,7366964
3706423,1660128
3497206,9018749
3497206,2755921
3497206,1101109
7482789,7746212
7482789,4657856
7482789,6015082
9552868,3987930
9552868,9905767
9552868,1927423
2897866,6707550
2897866,1054817
5120421,3349592
4608640,4923178
4608640,3186074
4608640,6531426
4608640,6714289
4608640,1949789
3493499,5926689
3493499,1280234
3493499,2800697
3493499,2921260
3493499,1852179
3493499,9605460
3493499,8684058
9344450,1045937
9344450,3058318
7328304,5754796
7221777,5067418
3735141,5886821
3735141,9531332
3735141,4681732
9842384,1633219
3593247,5940207
3593247,1726804
3593247,4254414
3593247,1131990
9908307,4073033
9908307,6793737
2888353,8730721
7507399,1402285
2806508,4245681
1103023,6417223
1103023,8816154
9436879,7584317
3691421,7603179
3691421,9531941
3154548,3850268
3154548,8789432
3154548,4464499
3154548,6216236
7962042,6049842
7962042,7274233
7962042,9062473
7962042,7248947
7962042,3031064
7962042,6053187
4725529,1870196
9036534,3747173
9036534,4316844
3642141,1524969
4256371,3980214
4256371,9463363
4256371,1544286
4256371,8555451
4256371,5730426
9813010,9434672
9813010,7951065
9813010,9445699
9813010,8197891
9813010,8665583
9813010,1428633
4710605,2044733
4710605,5701035
4710605,9650142
4710605,9860708
4710605,4232572
8990930,8586947
8990930,2685729
9003652,8127385
9003652,3182700
9299689,5229542
9299689,4197351
3053977,3853389
3053977,8485455
9362005,4101327
6325749,7569678
7673420,7837536
2016833,4758050
2016833,5033161
3219739,1783133
7781284,2512884
7781284,2016833
9761336,6812901
1252896,7387908
1252896,4112868
1234060,9384715
1234060,5699729
1234060,8435291
1234060,1797853
1234060,2783546
3827057,8665537
3827057,9360091
3827057,6647398
2253894,3082198
2253894,4581890
5942149,3165375
1942521,1129219
1942521,4622335
3086641,8372939
3086641,1877892
3086641,4108007
9795523,8846165
5680343,2494996
5680343,2122368
5680343,7060012
7698789,3034296
7698789,8184940
4586845,1569634
4586845,7814393
4586845,1435553
2657211,6892996
3103748,7921353
8773005,1267329
8773005,7383254
4041349,5927289
7992916,4858256
7992916,3989577
7992916,4811896
2486842,1022582
2486842,8312675
2120417,2354061
2120417,6517193
2120417,7276604
7028469,2952928
7028469,8684279
7579640,5392629
4317252,8735929
4317252,7507458
4317252,8018897
1137235,9853328
2684427,7067188
2684427,8855575
1008673,7134103
1008673,2823543
4530557,1193593
4530557,5979458
9092460,2241235
9092460,7187675
6832480,3314793
1658153,5823091
1658153,4861232
7134711,5724064
7134711,1020906
7134711,8337920
9898849,1236756
9898849,9623393
9898849,4274511
6508889,2851929
6508889,4658862
6508889,9853609
5974810,5102923
5974810,9947360
5974810,9422857
7496223,1103699
7496223,8242970
3268744,5574153
4920736,4247310
3502521,7674968
3502521,3751047
3739669,5104247
3739669,8011201
1693010,1896472
9235396,4782322
9235396,4408664
3249609,5089274
3249609,6814258
5115977,9054635
6116852,8021764
6116852,7162627
7215556,2290980
4779847,2759383
9338498,1511680
9338498,3554685
6217539,4358460
6217539,8461238
8101295,8853657
1997631,7366964
1997631,1660128
4143597,6707550
4143597,1054817
2894821,1005031
2894821,5907498
2894821,9448297
2894821,3406520
5222452,3349592
4274659,5798503
4274659,2557723
4274659,3877254
4274659,3739669
4274659,8198274
4029606,3096096
7860734,3668956
7860734,5508913
9092625,5754796
6997292,1633219
6754169,7326213
6754169,7673420
6754169,9266720
6754169,3030121
8350247,6417223
8350247,8816154
9526284,9863451
4920748,7584317
6843846,2784091
2936437,4130052
2936437,4164706
2936437,9452388
1976221,1240653
1976221,5616556
1595948,1870196
4986831,7185161
4986831,3252441
4986831,5732106
4986831,4301243
4986831,1976006
1104190,9018749
1104190,2755921
1104190,1101109
2135925,3987930
2135925,9905767
2135925,1927423
5574153,1524969
8926912,4099869
2664454,5926689
2664454,1280234
2664454,2800697
2664454,2921260
2664454,1852179
2664454,9605460
2664454,8684058
1164561,5067418
8200676,3131922
5587903,6220244
2534763,8730721
7289107,4245681
5825036,3980214
5825036,9463363
5825036,1544286
5825036,8555451
5825036,5730426
6733551,4787713
6733551,4688306
6733551,9170436
6733551,6372547
6733551,3117164
2468509,3539987
2468509,6842563
2468509,6005355
2468509,6382077
3173672,2835776
4458624,5456895
9542243,4914473
9678339,2542178
9678339,6075978
9747714,5229542
9747714,4197351
3862416,7003236
3862416,5956336
3862416,3367078
1269602,7603179
1269602,9531941
3024018,1075463
9658937,6240937
3122588,8127385
3122588,3182700
2957356,4758050
2957356,5033161
8426603,2171880
8426603,6462314
5655587,4101327
5221264,9917804
8183821,7569678
2498712,7421328
9393464,8665537
9393464,9360091
9393464,6647398
3439738,2494996
3439738,2122368
3439738,7060012
8368153,2512884
8368153,2016833
4696095,9511752
5898243,9384715
5898243,5699729
5898243,8435291
5898243,1797853
5898243,2783546
4985445,8497168
4089174,3034296
4089174,8184940
4974921,7501236
4974921,4779438
2710778,1569634
2710778,7814393
2710778,1435553
3866502,7834310
3866502,2160669
8147920,6862764
8147920,7875644
8147920,1469661
8147920,7906657
8147920,3188755
7382580,1752131
9452388,6288872
6406533,2755143
6406533,5490461
8846165,1849530
8846165,5537783
1135695,1193593
1135695,5979458
5571544,9977380
5571544,1011177
5571544,7983809
5571544,9978051
3195942,5927289
9841085,7878328
9841085,6452453
9841085,4173609
5094623,5724064
5094623,1020906
5094623,8337920
3465520,4858256
3465520,3989577
3465520,4811896
6350627,2847711
6350627,2113199
1852179,2952928
1852179,8684279
4665876,8856241
4665876,8102766
8726562,1107228
1016090,1236756
1016090,9623393
1016090,4274511
7813691,6490660
9913071,5574153
9201656,3314793
3457448,2340609
2340254,2273776
2340254,9644627
2340254,7183443
5143484,9054635
2901374,4782322
2901374,4408664
2935820,5089274
2935820,6814258
3559252,1140959
3559252,3173672
3559252,9253054
4983468,5331920
5257279,4615690
5257279,1917293
5257279,8531075
3428157,2310284
3428157,7662902
8448342,4358460
8448342,8461238
4736771,3668956
4736771,5508913
3611666,4679786
3611666,2329551
2021024,8815690
2021024,5588864
2021024,5401128
2353783,7326213
2353783,7673420
2353783,9266720
2353783,3030121
3396289,4130052
3396289,4164706
3396289,9452388
4084364,7250765
5672173,2894149
5672173,2165707
5672173,3472715
1672826,1240653
1672826,5616556
8337920,2290980
6560325,2170113
6560325,9402319
6560325,7727468
6560325,7589215
7456357,8881000
5794970,7239364
8894537,7466450
8894537,7584127
3589037,4415525
3589037,1837563
3589037,8718011
1532222,4787713
1532222,4688306
1532222,9170436
1532222,6372547
1532222,3117164
2520818,7041558
2520818,4924171
2520818,4429720
2520818,6866814
5103891,2824890
5103891,7440578
1700468,3096096
7964558,3539987
7964558,6842563
7964558,6005355
7964558,6382077
1242725,3528691
1242725,9681161
1242725,6870680
1242725,9880404
1242725,9928484
3355605,5755020
3355605,2471507
3066423,7166058
4385230,2542178
4385230,6075978
4589665,3771951
8017690,7003236
8017690,5956336
8017690,3367078
6478028,2784091
6542950,9917804
6345750,1366721
6345750,1934310
6345750,6035669
4334585,2589420
8415347,8497168
7198361,5518273
5309418,1653398
5309418,9543461
5309418,7141789
5309418,5587903
9169783,6210896
9169783,9681086
9169783,8186468
2518802,8413684
2356526,6279396
2356526,4260406
6194822,7185161
6194822,3252441
6194822,5732106
6194822,4301243
6194822,1976006
1814635,4212318
3245522,2274660
3245522,1006244
5767701,7515832
5767701,9361214
9592529,7834310
9592529,2160669
4941825,2228903
4941825,2092642
4625684,6597621
6557685,6862764
6557685,7875644
6557685,1469661
6557685,7906657
6557685,3188755
1830132,6268279
1830132,3890957
3565762,8793761
3565762,7995168
2279124,9977380
2279124,1011177
2279124,7983809
2279124,9978051
8665583,2956016
8665583,5882191
2026998,7878328
2026998,6452453
2026998,4173609
9818970,8749541
4295842,4887933
4295842,2656553
4295842,4460101
1582323,2246227
1582323,7330349
1582323,5634239
1582323,3930117
8586218,4099869
8352083,8660611
8352083,1299533
8960846,8082911
6845905,4929710
6525040,5007816
7768244,6682926
7768244,5269138
3914357,2167409
3914357,3119852
2066841,2847711
2066841,2113199
8314238,2299516
1014253,3131922
8198489,6220244
3391253,6850067
5304176,8856241
5304176,8102766
9653896,6490660
4636015,1140959
4636015,3173672
4636015,9253054
8325932,5331920
4337893,2366917
2016035,3981970
2707977,2835776
5556375,2310284
5556375,7662902
6484485,6384723
7163057,5456895
8102542,4679786
8102542,2329551
9551813,7504192
8357676,4914473
3659037,8815690
3659037,5588864
3659037,5401128
4701336,2894149
4701336,2165707
4701336,3472715
5170327,7466450
5170327,7584127
6128093,4448680
8182721,1075463
5021007,4415525
5021007,1837563
5021007,8718011
8659662,6006650
8659662,6581660
8659662,7845533
8659662,8670630
8659662,6557913
8659662,1844754
8659662,7946335
4384619,6240937
8405272,2171880
8405272,6462314
3377824,7041558
3377824,4924171
3377824,4429720
3377824,6866814
1711027,2894087
1711027,5087634
6989916,4230828
3904586,7421328
3434225,8359772
3434225,3381013
6454994,5755020
6454994,2471507
4045298,7571189
3421200,8194236
3421200,9239792
9496118,3774966
9496118,7753612
9496118,7213415
4231041,9511752
3807373,3602481
3807373,6544066
3807373,4493506
3807373,1932965
8841816,1366721
8841816,1934310
8841816,6035669
8878541,4471456
8878541,1885332
8878541,9367108
8878541,6706132
8265552,7501236
8265552,4779438
8468686,1653398
8468686,9543461
8468686,7141789
8468686,5587903
4088245,5011212
4088245,8988034
3260605,8413684
6439359,5978845
6439359,7456731
7495992,4266341
7495992,2044754
7495992,2041398
8528615,4787237
1584061,4509275
1584061,5684985
1584061,4559696
2672042,6279396
2672042,4260406
1354243,4212318
1743989,8510629
4274511,1752131
7555580,5806499
7555580,9591054
1923599,5222294
1923599,4752505
1923599,7112826
1923599,1073653
1923599,8333894
1923599,3928042
6706132,3216989
6706132,9730550
1103520,6288872
3890028,9393464
3890028,6612602
2637498,2755143
2637498,5490461
9498978,1831488
2643699,8222477
2643699,5752685
9707151,1849530
9707151,5537783
1924441,4950756
1924441,6279007
1924441,3758432
1924441,5103589
4563449,2274660
4563449,1006244
3281744,1107228
1198338,5952581
1198338,9359911
1198338,5289898
6391621,2340609
2892603,6597621
5466847,2183407
2911162,2273776
2911162,9644627
2911162,7183443
7799701,1195339
7799701,6921213
4829500,2293225
4829500,3405897
1284707,5479460
1284707,2806813
4351996,2555611
4351996,7377120
9864179,3758425
1062728,6268279
1062728,3890957
9548847,4615690
9548847,1917293
9548847,8531075
5903545,8793761
5903545,7995168
3612670,4163073
2968737,5348358
2968737,5389528
2968737,4120650
2968737,2150476
5162854,4043884
5162854,7183932
5302954,7250765
9383628,2170113
9383628,9402319
9383628,7727468
9383628,7589215
2732740,6992553
6552850,4887933
6552850,2656553
6552850,4460101
5320363,7353825
5320363,6127832
5320363,8563848
2196360,8881000
5730722,7239364
6884920,4376837
6884920,6079562
2675200,5764694
5794241,2824890
5794241,7440578
9952351,6626256
9952351,5242901
5968990,2859628
5968990,5328638
5968990,8615804
4520633,3528691
4520633,9681161
4520633,6870680
4520633,9880404
4520633,9928484
9539963,6503504
9539963,9431429
8346000,2246227
8346000,7330349
8346000,5634239
8346000,3930117
9636564,6682926
9636564,5269138
9899994,2167409
9899994,3119852
8727586,6932496
8727586,5206898
9544205,6850067
9079438,7166058
8916513,3771951
3189662,5291257
3189662,4736535
3189662,3062579
9437838,2366917
7486147,6384723
9354922,7504192
5884809,6006650
5884809,6581660
5884809,7845533
5884809,8670630
5884809,6557913
5884809,1844754
5884809,7946335
6844382,6255956
7166636,2894087
7166636,5087634
4345816,2589420
5027502,4230828
3167798,9057970
3167798,5228920
3167798,4953893
3167798,7216372
1200043,8359772
1200043,3381013
8489296,3774966
8489296,7753612
8489296,7213415
6187452,3171404
6187452,1086527
6187452,1756421
9872809,6093754
9872809,7660027
9872809,2248093
9872809,7041993
8948254,4736820
8948254,7859758
2613831,3948091
2613831,7927666
2613831,5155729
2910222,5518273
6263962,5181623
1379505,1101270
3518787,6210896
3518787,9681086
3518787,8186468
7747994,7515832
7747994,9361214
1808113,9749432
1808113,3638029
8122308,4471456
8122308,1885332
8122308,9367108
8122308,6706132
9677405,4509275
9677405,5684985
9677405,4559696
6752474,2228903
6752474,2092642
6017674,5054735
3675299,3205130
3675299,1302489
5401749,2956016
5401749,5882191
9304885,7511418
2728936,8510629
5914474,7092532
1915464,8749541
8905318,5945170
8905318,8901304
8905318,1994035
3794793,8847477
7941006,3411754
7941006,1541610
9839897,5806499
9839897,9591054
8435291,6392481
8435291,5173704
6395570,8660611
6395570,1299533
8341634,8082911
7331635,4929710
3339270,1223765
4464499,5007816
1663923,7789801
1663923,7182340
5073439,9459711
5073439,8680150
5073439,3512347
2535609,5222294
2535609,4752505
2535609,7112826
2535609,1073653
2535609,8333894
2535609,3928042
1762749,8087024
8582934,2299516
1215029,9393464
1215029,6612602
6721080,1831488
5511943,8222477
5511943,5752685
8278035,7647305
8278035,4067003
6497952,7192243
6497952,8479919
2488438,3608767
6535687,4950756
6535687,6279007
6535687,3758432
6535687,5103589
7911550,5952581
7911550,9359911
7911550,5289898
7790099,6989532
8958644,2187120
8958644,5096521
8958644,3076130
8958644,4931575
9859222,3981970
5020934,7852643
5020934,2518662
6475734,3610521
6475734,4868422
6475734,8676506
2653033,4733244
9223971,9313896
9223971,5614528
9223971,2054079
4366577,4446500
4366577,7792345
2613044,9525882
2613044,8554022
6014879,5479460
6014879,2806813
5993761,2555611
5993761,7377120
7873048,6147238
9262807,5956560
5833011,2242599
6326760,4448680
8712474,2479162
8712474,6474668
8712474,4619748
8041526,6992553
2840491,7353825
2840491,6127832
2840491,8563848
6220113,2465547
9351894,2859628
9351894,5328638
9351894,8615804
1305928,7571189
6658227,7574826
6658227,7806116
9417372,3055796
9417372,2111097
9417372,7440565
9417372,3848568
1993224,9588544
1993224,8059363
7078254,8194236
7078254,9239792
8676506,8551823
8676506,7510743
8676506,4968581
8676506,7621280
9294717,7435757
3927569,3602481
3927569,6544066
3927569,4493506
3927569,1932965
6612602,5011212
6612602,8988034
6645207,5138589
6645207,8348711
6645207,4829500
6645207,7583203
8920671,5978845
8920671,7456731
8683340,4266341
8683340,2044754
8683340,2041398
9949642,6932496
9949642,5206898
9294401,5291257
9294401,4736535
9294401,3062579
1702972,3171404
1702972,1086527
1702972,1756421
3046910,4787237
8455962,2644319
8455962,8033734
8455962,5099599
3945388,6093754
3945388,7660027
3945388,2248093
3945388,7041993
1797853,6821018
1797853,5342738
2427053,8761546
2427053,3068920
3363697,3216989
3363697,9730550
3320052,3770926
3320052,7962322
3320052,6084863
3320052,6497288
3320052,8948254
3320052,7195671
1802133,9672978
1802133,3559604
1802133,2223071
1802133,1806238
4047005,6912802
4047005,1625994
6229041,3948091
6229041,7927666
6229041,5155729
7041993,9932276
3332039,2967752
3332039,7048397
7207007,1989039
9135386,2183407
6100054,1101270
4507733,1195339
4507733,6921213
6793737,4054998
6793737,9535826
3367114,6185699
3367114,4028708
3367114,9845541
1448839,2293225
1448839,3405897
1936562,3205130
1936562,1302489
1756421,9239692
4578886,6889190
3890734,7511418
5949153,7092532
5695902,5945170
5695902,8901304
5695902,1994035
1513528,6865995
1513528,3759899
1513528,1655034
1513528,3509984
5285284,3758425
1003517,1793898
6436150,8847477
8756669,4444223
8756669,2231730
5948026,3411754
5948026,1541610
7415512,9917648
7415512,2786905
7415512,4460495
7415512,8040343
7415512,3502521
9659616,1582935
9659616,3624196
7262743,8087024
1877038,7638701
8990564,2499266
9882024,4163073
3031064,5348358
3031064,5389528
3031064,4120650
3031064,2150476
5732682,7159368
5732682,3467824
1221745,4043884
1221745,7183932
6613714,9591308
8297456,9432366
8297456,5835534
8297456,4704542
6449401,7192243
6449401,8479919
3601641,1409668
3601641,4741415
2878437,9967391
2878437,7773467
2878437,1834339
3077563,6843072
3077563,6508289
3077563,8680182
3077563,4892180
3077563,5257279
1910707,5509336
1910707,8266122
2430335,2187120
2430335,5096521
2430335,3076130
2430335,4931575
7020136,4376837
7020136,6079562
9747908,9124159
9747908,5188322
9747908,1610558
2686663,8167844
6138895,3740893
6138895,1481052
1664468,9433994
6880437,4846027
6579308,5764694
4992122,6626256
4992122,5242901
8184940,6503504
8184940,9431429
5333730,9595933
5132626,7852643
5132626,2518662
9140729,4366355
9140729,4402153
9140729,5046918
9140729,3241460
9140729,3951680
3286005,3610521
3286005,4868422
3286005,8676506
8551875,9313896
8551875,5614528
8551875,2054079
9813200,3957539
9813200,1752833
9813200,3188499
2856482,6255956
9568872,4804325
9568872,4396950
9568872,6125808
9568872,2873422
9568872,9107101
9568872,2772736
4134447,4446500
4134447,7792345
7546731,9057970
7546731,5228920
7546731,4953893
7546731,7216372
6231078,9525882
6231078,8554022
3576665,4736820
3576665,7859758
6179052,5181623
5616556,4211229
5616556,8190229
8816364,9749432
8816364,3638029
3040688,6147238
8435060,6256245
4896589,5766782
4896589,8805959
5910122,9588544
5910122,8059363
7655776,5054735
2753537,6386717
2753537,8432145
8433873,9429417
9018749,6392481
9018749,5173704
6337607,1527720
6337607,8574436
6337607,3348064
3698809,8682880
3698809,8715073
3698809,7364681
5510477,7735109
6057934,5792479
3856977,1223765
9555471,5358917
9555471,1650861
1266486,5138589
1266486,8348711
1266486,4829500
1266486,7583203
1834339,7789801
1834339,7182340
5894195,8375826
4981790,5679032
4981790,6350905
5905418,9459711
5905418,8680150
5905418,3512347
3375382,7647305
3375382,4067003
6005400,1180718
6005400,6877908
6005400,8346932
9283735,2288210
9283735,7387381
9283735,8237694
4600370,5066231
4600370,9623959
7713490,4030368
7713490,1065540
7713490,5264601
5327838,3555039
5327838,1650519
5327838,3115768
5327838,3572840
5327838,4971660
5327838,9525325
2701529,2644319
2701529,8033734
2701529,5099599
1831488,3608767
9581142,9986231
5010280,6468583
8535871,8610359
8535871,8092107
2245738,5958467
9704751,6989532
8928879,4733244
4980877,6394287
4539141,8761546
4539141,3068920
8633894,3909042
8633894,6618959
8633894,3936040
8633894,4553411
4075007,5956560
6202328,2242599
9887916,3770926
9887916,7962322
9887916,6084863
9887916,6497288
9887916,8948254
9887916,7195671
5657471,1710530
6493103,2479162
6493103,6474668
6493103,4619748
5243102,9073939
3950356,5043524
3950356,8189017
3781027,2967752
3781027,7048397
8056143,6185699
8056143,4028708
8056143,9845541
1053636,2465547
3165253,5571153
9917804,7574826
9917804,7806116
4956710,3055796
4956710,2111097
4956710,7440565
4956710,3848568
2465519,4508564
7545476,8551823
7545476,7510743
7545476,4968581
7545476,7621280
7865416,9726755
3074208,6889190
2465370,7435757
5452858,3676395
5452858,8138151
5452858,6701420
8984775,4270999
8984775,8302765
9434157,6806982
9434157,9411391
9434157,3103748
1068593,4121863
1068593,4145986
6396786,6865995
6396786,3759899
6396786,1655034
6396786,3509984
2651475,5066336
2857985,9614853
2857985,4548698
2857985,9367043
8227948,1793898
7305161,3478725
7305161,6548899
7305161,3643060
1478381,9917648
1478381,2786905
1478381,4460495
1478381,8040343
1478381,3502521
7546782,9591308
2607814,6603390
2725299,3212653
2725299,4697395
1854414,6620096
1854414,8867023
5399568,6821018
5399568,5342738
4767588,4774208
4767588,4910331
4767588,5789403
6805051,3650508
3237457,4577921
3237457,7294760
3237457,3181399
3237457,5915753
3237457,7923755
1444296,2780336
7927666,7043587
7927666,7376244
7927666,3328470
6816123,9672978
6816123,3559604
6816123,2223071
6816123,1806238
6939296,6912802
6939296,1625994
5354045,9432366
5354045,5835534
5354045,4704542
9582995,9932276
5232824,5065286
7505871,9276420
7505871,1681656
2408926,9811979
4298641,1989039
9762782,4054998
9762782,9535826
9025566,2277244
4693044,2298686
4693044,7017652
8912301,9728610
8912301,8882691
8912301,7417444
8912301,5553235
2984692,1409668
2984692,4741415
2924312,9239692
6893122,8086681
6893122,7612804
6893122,7827661
7840734,2719727
7033368,9695268
2111540,4444223
2111540,2231730
2123754,1582935
2123754,3624196
5367549,7638701
6862588,7980246
7024987,8689145
6678131,1470689
2868851,2499266
2128626,7159368
2128626,3467824
7348026,1387204
7348026,1432076
7348026,2152094
7348026,2257293
5616653,8167844
6925304,2092669
6925304,5099194
3248932,9967391
3248932,7773467
3248932,1834339
4421581,9595933
2874296,6670070
4083235,6843072
4083235,6508289
4083235,8680182
4083235,4892180
4083235,5257279
5817335,2654909
6355398,3547562
6355398,8260678
6355398,2865060
9979585,7902010
9979585,9157772
3056901,5414906
3056901,6408904
4004879,5509336
4004879,8266122
8698559,1315035
8698559,2686663
8698559,9140449
8375826,2285459
5392835,9124159
5392835,5188322
5392835,1610558
4576517,3740893
4576517,1481052
7678314,7669562
7678314,1514567
3173134,8272649
3173134,9517957
3173134,5378604
5329914,3058200
5329914,7342638
6031764,9433994
1106564,4846027
8801522,4211229
8801522,8190229
2275409,6386717
2275409,8432145
3755196,4766097
3755196,3110016
5943576,1073554
5943576,6796235
5943576,4520633
5943576,6179052
9382047,4549967
1006244,9770328
5702955,2094451
5702955,1623251
4455415,5756403
4455415,2876245
4455415,9190389
4455415,3272693
4897647,8682880
4897647,8715073
4897647,7364681
3839159,5358917
3839159,1650861
3405075,2288210
3405075,7387381
3405075,8237694
6451264,9986231
7231234,4253567
7231234,1871381
5616350,4366355
5616350,4402153
5616350,5046918
5616350,3241460
5616350,3951680
9603010,8610359
9603010,8092107
9987861,1820277
5638266,3957539
5638266,1752833
5638266,3188499
9219009,5958467
1045665,4468356
1045665,3325464
1045665,1636975
1045665,3827044
1045665,8748675
5045877,7360154
6111762,9025777
4518011,4325152
7092532,5593261
4773339,4086824
9771114,6330189
9771114,2354753
9771114,4937351
9771114,9536804
4856614,4804325
4856614,4396950
4856614,6125808
4856614,2873422
4856614,9107101
4856614,2772736
6782561,6256245
9313881,8169904
8183633,2650684
8183633,6812880
3520169,5766782
3520169,8805959
2991394,6394287
5014270,9949581
5014270,9472929
4669102,1504423
2903154,2812566
2903154,9709722
8307242,1710530
5917284,2988625
5917284,8847958
5917284,3350439
8150957,9429417
5317232,1474788
5317232,2726195
5317232,2707195
2762137,4657512
2762137,9494100
2762137,1648655
2762137,5730722
2762137,7981304
3715240,5043524
3715240,8189017
1408103,1121315
2171659,6484708
2171659,4355507
6975623,3687191
6975623,1117721
6975623,6694013
6975623,8052547
6975623,3840458
6284936,8309831
5434142,5571153
1800652,1527720
1800652,8574436
1800652,3348064
8010267,7735109
4812718,2211437
4812718,1448839
2412554,5015598
2412554,2299654
2412554,8128362
5453562,5792479
7815273,7682507
7815273,7946142
9249328,8375826
7294681,4508564
8633990,5679032
8633990,6350905
8269351,1180718
8269351,6877908
8269351,8346932
6856523,4121863
6856523,4145986
4713939,5066231
4713939,9623959
5660750,1848123
5660750,1164467
5660750,7710773
3019906,6719583
3019906,2437667
4950576,9240753
3348087,1913260
4262691,4579171
4262691,4015060
2411806,2988986
2411806,3132670
5318599,5611896
5318599,1816284
2198055,4030368
2198055,1065540
2198055,5264601
3509984,8270651
3509984,2103573
1001041,7315630
7622203,6620096
7622203,8867023
2922755,9863448
6423610,1581821
7103913,7408898
2691214,2229727
2691214,3618331
2691214,7935229
2372915,2102585
2372915,6256418
2372915,7424468
2372915,8999264
2372915,2169580
9120220,3503413
9120220,6171874
9120220,9537143
6985256,2129031
1988986,9076206
1988986,9169185
8357127,3650508
2678403,3555039
2678403,1650519
2678403,3115768
2678403,3572840
2678403,4971660
2678403,9525325
6755809,2780336
5511919,7043587
5511919,7376244
5511919,3328470
4894581,5065286
9888161,9276420
9888161,1681656
8513279,6468583
9140449,5998203
4451984,3909042
4451984,6618959
4451984,3936040
4451984,4553411
5190141,2482325
5190141,8275821
5190141,3047446
6366527,8157618
6366527,2655235
2694888,2298686
2694888,7017652
9696946,8086681
9696946,7612804
9696946,7827661
8226671,7018025
8226671,3713774
8226671,4458386
8226671,7802231
8226671,2085931
8226671,3584898
8226671,9134583
8226671,9882024
6927209,8051698
9809811,9151474
9809811,1834408
9809811,6955124
7904084,4416457
7904084,5199360
6842400,2719727
3443043,9073939
9929276,5354836
4558112,9060705
4558112,9945038
2581313,7980246
1201334,9726755
4186651,5766342
4186651,6846883
1701423,3676395
1701423,8138151
1701423,6701420
5150591,8689145
1868872,4270999
1868872,8302765
2089798,5753647
2089798,3706423
2811736,9045519
2811736,1848188
1245409,1837936
1245409,3902689
6255807,6806982
6255807,9411391
6255807,3103748
6111064,5066336
9827750,3159304
9827750,7823574
3108375,8637885
3108375,9131791
3108375,2992696
7290856,2092669
7290856,5099194
5937249,9211150
5937249,2767528
9229247,6670070
1045937,3547562
1045937,8260678
1045937,2865060
8669373,7091544
8669373,1100678
9103563,9614853
9103563,4548698
9103563,9367043
8809356,5414906
8809356,6408904
5366118,7136771
3265998,9803649
3265998,4408976
5590792,2285459
4837615,9183386
4837615,9658937
4837615,1206209
8050979,7669562
8050979,1514567
5998880,5434386
2567884,9846967
9650568,3058200
9650568,7342638
4579006,4766097
4579006,3110016
7487055,3478725
7487055,6548899
7487055,3643060
9205216,6652983
5109142,4549967
8273102,4078925
8273102,3021088
8273102,8905707
2955828,6603390
6085186,2895458
8185407,5388763
3689857,3212653
3689857,4697395
5823379,3586720
5534414,9770328
3002163,8425198
